,Index,headline,article,date,publisher,sentiment,subjectivity,emotion,neg,neu,pos,compound,Sentiment,Subjectivity
29,30,texas university system regents name mark welsh interim president flagship campus,sign texas university system board regent voted unanimously sunday evening make acting president mark welsh iii flagship day former texas university president served president two resigned amid fallout bungled hiring kathleen black journalism professor university texas revive journalism bank resigned july chancellor john sharp cannot think better person mark welsh lead texas right sharp said press experience running large also widely respected universally aggie general welsh earned reputation thoughtful collaborative lucky board also authorized university lawyer negotiate potential settlement mcelroy failed hiring directed system office general counsel conduct thorough pledging release result investigation filed lawsuit met three hour executive closed voting without public discussion either agenda regent mike hernandez celebrated hiring mcelroy organizing signing ceremony campus celebrate new chapter journalism flanked maroon white signed offer letter tenured faculty week signing administrator started renegotiate amid conservative backlash university official presented multiple new offer provided le job early mcelroy offered contract teaching position appointment director journalism though noted could fired dean involved hiring told appointment caught diversity initiative conservative group questioned previous employment new york time support diversity newsroom hiring rudder tout group aggies defending core value said complained university administration website texas whose publisher hardline conservative activist michael quinn wrote article calling revelation texas handled hiring behind scene sparked outcry faculty surprised angry allegation outside influence university concern grew last week day news broke mcelroy moving college faculty senate hart head department communication president bank injected process atypically early blanton also said see signature used revised version job offer without said shared material related incident legal staff bank sent resignation letter effective negative press distraction wonderful work done welsh sent letter aggie acknowledging university reason would said event define texas remind u living core value ongoing even esteemed institution like must consistently confront resolve challenge uphold status great seaver contributed texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete speaker confirmed,30-Jul-23,Texas Tribune,0,0,joy,0.11,0.742,0.148,0.932,0.07816205533596837,0.4141116130246565
30,31,texas interim president pledges transparency accusations political interference,sign station texas university interim president mark welsh iii said university need establish clear guideline handle allegation professor like complaint lodged texas land commissioner press conference college station welsh said think anything wrong university handled case involving respected opioids expert joy alonzo incident begged fix university decision guided specific policy guidance system right welsh need fix make sure thoughtful way better support first comment interim welsh cast recent concern political interference texas employment decision vowed transparent finding review recent also said directed task force look faculty protection case involving academic freedom faculty stepping presidency time flagship university reconciling public criticism faculty group investigation alonzo bungled hiring kathleen respected journalism professor university texas revive journalism interim president damage tackling concern faculty student university responds face political texas celebrated hiring organizing signing ceremony campus celebrate new chapter journalism flanked maroon white signed offer letter tenured faculty week signing administrator started renegotiate amid conservative backlash university official presented multiple new offer provided le job early mcelroy offered contract teaching position appointment director journalism though noted could fired interim dean involved hiring told appointment caught diversity initiative hiring conservative group questioned previous employment new york time support diversity rudder tout group aggies defending core value said complained university administration website texas whose publisher conservative activist michael quinn wrote article calling mcelroy katherine abruptly resigned wake criticism university handled bank told member faculty senate approve change offer letter led mcelroy walk away faculty senate hart head department communication released statement alleging bank misled faculty member involvement decision change job welsh clear curt saying tie rudder also said senate bill ban equity inclusion change direction headed asked burgeoning journalism welsh said university continue search director considering going back would hope everyone texas would offer apology welsh matter go university process investigating failed welsh regent said support release finding bank resigned july texas university system chancellor john sharp dean bush school since spent four decade serving top general united state air texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete speaker confirmed,"Aug. 2, 2023",Texas Tribune,0,0,anger,0.083,0.754,0.163,0.9825,0.07344877344877344,0.34618252118252113
31,32,texas interim dean resigns university backtracks hiring professor revive journalism program,sign interim dean texas college art science announced monday step role following botched hiring renowned journalism professor kathleen mcelroy amid conservative feel light controversy surrounding recent communication kathleen mcelroy best thing preserve great thing achieved last year creating college art science texas josé luis bermúdez said statement released monday continuation role would needle distraction continue work said leave role end know successor would bermúdez told texas tribune comment decision step said would remain professor philosophy celebrated hiring mcelroy worked new york time two decade formerly directed university texas school journalism revive journalism failed negotiation mcelroy said bermúdez told could protect university leader facing pressure fire surrounding bermúdez advised mcelroy stay tenured role texas director university texas school journalism walked away texas job offer university watered resignation mark latest chapter tale began first version job offer mcelroy signed ceremony showed university offered hire tenured professor department communication journalism revived journalism mcelroy agreed second offer amounted contract position without third mcelroy rejected last offered contract emphasized could terminated feel damaged entire said black woman native third whose george pioneering black judged maybe think folk would face bar seems wanting lead aggie program thought would speaker texas faculty wrote letter addressed university president katherine bank texas system chancellor john sharp executive committee appearance outside influence hiring promotion believe share common goal preserving texas university premier institution outstanding hammond must acknowledgement outside influence detrimental goal effort must taken preclude bank responded agreeing outside influence problematic hiring new disappointed concerned negative medium coverage wish employment negotiation continued along traditional along leadership sincerely regret miscommunication contributed particularly area dei letter fallout extended department within van executive associate dean school leave administrative post end current contract due according letter van zandt sent monday architecture school faculty contract expires end according continue working university faculty zandt wrote confidence commitment uphold practice advance equity inclusion wavered installation bank believed administrator autonomy pursue ideal respective began question week ago plan emerged university leadership implement news broke last week clear interference politics hiring tenure process head new department confidence integrity process ability ensure van zandt longer feel assure faculty going tenure promotion process process done fairly without interference political longer confidently communicate faculty candidate commitment integrity promotion retention legislative black caucus naacp chapter monday said mcelroy showed outspoken sentiment discriminatorily infringe professional hiring procedure guise said legislative radical campaign detrimentally obstruct future higher education texas taint reputation competitive caucus chair foundation individual right expression seek clarity process ensure public meeting first amendment letter original employment offer response powerful political big alumnus group object view effectuates unconstitutional viewpoint discrimination violation binding first amendment principle viewpoint neutrality applies particular strength nature must dedicated speech creative vital center intellectual texas kathleen new york time university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete u conversation matter newly announced speaker,17-Jul-23,Texas Tribune,0,0,sadness,0.064,0.74,0.195,0.9967,0.11732101232101232,0.38243756243756233
32,33,federal judge sides west texas university president canceled campus drag show,sign notoriously conservative federal judge issued opinion week supporting restriction drag stand apart many federal ruling struck similar ban state district judge matthew kacsmaryk said west texas university president walter wendler acted within authority canceled campus drag student sued wendler alleging president violated free speech right banning fundraiser featuring drag kacsmaryk declined request injunctive opinion stand contrast several decision free speech lawsuit related drag around country state run federal judge say decision concerning represents extreme departure precedent supreme court expected play deciding factor numerous lawsuit drag show ban make way legal unclear decision could factored west texas case concern campus strongly disagrees approach first amendment analysis jt senior attorney foundation individual right national group representing student advocate free speech said fight expressive right brave college student contrasting decision come six month student group attempted host drag performance wendler sent letter faculty staff west texas university show frequently feature men dressing woman exaggerated style mainstay community drag performer say work expression queer joy form speech societal gender group performer made similar claim another federal lawsuit challenge texas law restricts drag show performed front district judge david hittner temporarily blocked arguing banning drag show kacsmaryk offered differing assessment thursday said definition failed meet necessary standard free speech campus judge argued even drag show university regulate interest protecting organizer said event open child accompanied parent kacsmaryk added wendler immune consequence stemming decision cancel drag show university president acting government official within office attorney general quickly took notice requesting judge hittner attorney american civil liberty union texas suing state drag said two decision concern different west texas lawsuit concern campus new law statewide said hope court appeal circuit overturn described going great weight supreme court texas signature event,"Sept. 22, 2023",Texas Tribune,0,0,sadness,0.197,0.646,0.158,-0.4767,0.11427444083694087,0.4016323953823954
33,34,texas text messages show desire counteract perceived liberal agenda higher education,sign year ago katherine first six month president texas announced major academic reorganization flagship campus help become internationally recognized plan included dozen structural change meant streamline better organize largest public university told u multiple time reason going combine college art science together control liberal nature professor brought regent jay graham wrote regent david baggett june discussing plan hire journalism professor former new york time editor kathleen going start journalism department get conservative aggie student journalism world help direct happen type message released message show many board gubernatorial concern perceived including taught university texas austin previously worked new york least displayed desire promote conservative cause flagship campus blatant resistance recruiting someone believed would work counter wonderful successful aggie want come back texas tenured professor build something important must look résumé statement made opinion piece public regent mike hernandez wrote bank system chancellor john expressing disappointment board learned hire new york time one leading main stream medium source common knowledge biased progressive exact thing said university perspective consistent texas recent attempt counteract view liberal agenda within public right think left control trying wrestle control said jennifer communication professor texas focus intersection democracy journalism program got caught middle intolerance idea kind idea said sherry former aide patrick work public policy fellow texas public policy foundation ardent supporter legislation eliminate dei program past big big impact movement display record texas released week surrounding failed effort recruit making initial offer bank communicated wanted push announcement regular legislative session university including texas negotiating lawmaker dei well state funding public line nyt connection poor optic particular legislative jose interim dean college art said hart chair communication journalism via text message may regent expressed disdain medium academic saw liberal regent approve unusual get involved texas regent oversee public university eight state agency employ faculty member across education expert say education long characterized recent effort place like north carolina florida picked partially well republican base responds notion woke ideology supposedly done damage thing risen political talking said holden former chancellor university north carolina chapel professor george washington easy say university place want attack noting argument increasingly shown poll well among internal report released bank received call six seven regent texas conservative wrote article mcelroy painted prior research improve diversity board member sam torn emailed quote article board chair bill mahomes stating wanted explanation could approve internal report revealed bank heavily involved discussion walk back original offer given contradicting public statement knowledge change internal report showed regent also raised question whether could approve tenure mcelroy even though already selected standard hiring tenure somebody background going difficult sell many hernandez said email bank sincere hope figure way completely put brake discus truly far road agree board majority decide proceed take heat final said meddling hiring process overstepped approve saying confidence administration carry process thorp role board rule reason think process process content put case forward regent also took issue perceived bias regarding conservative give people set fact mcelroy said interview public radio program think know tell student getting two side story three side one side think cannot cover cannot cover criminal cover institution without recognizing institution tppf pointed quote reason hiring journalism declined comment text message said organization want see free inquiry within higher one looking conservative ideology drive higher taxpayer conservative leader longer want underwrite divisive ideology permeates much said politicization higher education increase decision made based politics policy university become certainly defending kathy bank dishonest action part reason resorted many said referring role watering job time facing intractable situation either going get campus get board functional organization texas said internal report revealed hiring victim intervention creates distrust within supposed democratic process within learned yesterday institutional process procedure overruled powerful texas texas university texas public policy new york time university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete speaker confirmed,"Aug. 4, 2023",Texas Tribune,0,0,joy,0.056,0.815,0.129,0.9915,0.061755050505050514,0.3402101602101602
34,35,faculty leaders decry outside botched hiring journalism professor,sign association texas faculty friday condemned administration role letter obtained texas tracy speaker texas faculty said executive committee appearance outside influence hiring promotion letter come three day tribune reported mcelroy ended contract negotiation previously celebrated intention leave tenured position university texas austin revive journalism mcelroy became fraught recent mcelroy told employee suggested vocal network constituent within university system expressed issue worked new york time support diversity letter addressed katherine john said faculty member worried precedent event believe share common goal preserving texas university premier institution outstanding hammond must acknowledgement outside influence detrimental goal effort must taken preclude spokesperson university said official received letter would respond next spokesperson texas university system said statement leader agree common goal john sharp great confidence faith faculty committed keeping texas university premier institution higher said laylan spokesperson decision end contract negotiation dramatic reversal celebrated welcome received first publicly announced leaving position revive journalism mcelroy said spent week altering term hearing mcelroy agreed contract position without would avoided review last received third time contract emphasizing appointment could terminated turned offer hiring came public scrutiny conservative website texas scorecard website reporting arm empower tea group formed million oil organization hold huge sway texas republican least one known alumnus association publicly acknowledged concern potential rudder alumnus network texas released letter friday clarified concern potential hiring learning tra express concern many letter belief department head embrace egalitarian tradition characterize texas value rather divisive ideology identity failed contract negotiation come time texas public university microscope new state law go effect january ban program training promote equity texas system texas kathleen texas university new york time u conversation matter newly announced speaker,14-Jul-23,Texas Tribune,0,0,sadness,0.042,0.785,0.172,0.9887,0.08397253787878788,0.4346827651515152
35,36,top texas officials involved botched recruiting journalism receive million settlement,sign texas university system regent voiced concern perceived credential kathleen black journalism hired launch new journalism program flagship system leader questioned decision conservative website blasted hiring tenured professor university texas austin former new york time texas university official fielded pushback regent external concern conservative offer watered held public signing ceremony announcing ultimately rescinded review failed hiring also revealed former university president katherine bank heavily involved discussion making change contradicting earlier claim report summarizing internal conducted general included hundred page text message provides new insight unusual involvement gubernatorial reveals university leadership tried delay announcement hiring legislature ended regular lawmaking session approved report latest revelation texas administrator grapple two employment scandal rocked aggie community summer raised question level outside interference decision led multiple including system thursday also released detail internal review respected opioids expert personnel controversy first reported texas general counsel reported could find evidence race gender factor fumbled attempt recruit university also publicly acknowledged thursday would pay million settlement remaining tenured role texas studied news medium focus improve diversity inclusion attempt recruit came lawmaker debating bill ban equity inclusion program training publicly funded legislation ultimately passed take effect previously said appointment caught texas university leader try figure type work involving race allowed new told tribune felt judged race gender said administrator told hire raised concern within system black woman worked new york message email included report reveal many member board regent concern prior viewed counter vision new journalism program university writ tell regent jay graham wrote bank chancellor john sharp news since april fool assume thought purpose u starting journalism program get aggie conservative value happen someone like leading deal fell board regent chair bill mahomes sent letter mcelroy july stating board regent discourage would question hiring individual based race month june regent mike hernandez told bank sharp email tenure somebody background going difficult sell many encouraged brake discus wonderful successful aggie want come back texas tenured professor build something important must look résumé statement made opinion piece public hernandez new york time one leading main stream medium source common knowledge biased progressive exact thing said university yet résumé added forwarded information could find mcelroy via internet search system general counsel ray bonilla distribute full internal inquiry also show effort promote conservative value extended beyond journalism text graham regent david baggett hiring referenced move combine several academic program new college art science part new strategic plan reshape told u multiple time reason going combine art science together control liberal nature professor brought graham happen kind general counsel report released public day regent directed office conduct thorough happened gave university lawyer green light negotiate settlement joint statement lawyer university announcing apologized mcelroy acknowledged attempt hire university remains heart despite event past mcelroy said never forget aggies faculty former student staff voiced support many hope resolution matter reinforce allegiance excellence higher education commitment academic freedom week following initial mcelroy told texas started walk back reducing tenured position ultimately teaching contract offer serve director journalism mcelroy told tribune josé luis former interim dean college art said concern within system hiring prior work build diverse inclusive newsroom experience new york early mcelroy said bermúdez advised remain tenured position could protect outside force wanted mcelroy took failed recruitment garnered national medium attention spurred outrage faculty organization alumnus group demanding school explain university treated tenured fellow aggie unacceptable would unthinkable yet race leader black former student network wrote fact university outwardly promotes laudable principle aggie core yet character courage follow core value leader university reveals deep chasm word meeting faculty senate day news bank administrator said unaware change made original offer embarrassed situation offer released without proper surprised bank said important note honored honored fault administrative structure broke faculty senate hart communication journalism department head involved failed effort recruit said bank interfered hiring process race factor university decision water job president bank injected process atypically early blanton said shared university lawyer july hour bank submitted resignation cannot leader misleading policymakers conduct blanton blanton made verbal offer mcelroy may text message may bermúdez told blanton spoken bank preferred university wait legislative session concluded end may announcing line nyt connection poor optic particular legislative bermúdez said state lawmaker considering legislation ban faculty tenure eliminate equity inclusion office college university including texas negotiating lawmaker well state funding public report show blanton raised concern delaying public announcement hiring arguing text message bad optic hire black professional ask associate university lawmaker still making decision university suggested university bring communication may possibility make national news nikole variety ask famous black journalist share exciting decision spearheaded new york mcelroy told university stalling announcement due administrative regular legislative session bank alerted sharp planned move forward sharp told bank alert chair board day june signing conservative website texas scorecard published article painting equity inclusion university received multiple phone call rudder association former student raising concern bank also said received call six seven member board regent asking regent briefed previously provision june blanton bermúdez negotiating mcelroy accept position without according text mcelroy open mcelroy previously told tribune bermúdez convinced forgo tenure avoid need board message bermúdez sent mcelroy happy professor text show bermúdez bank discussed bermúdez sent bank contradicting claim faculty senate see copy new offer bank gave revise bermúdez asked much could say support top bank going rough road june bermúdez blanton texting new offer bermúdez told blanton needed communicate mcelroy mentioned avery white male communication professor offered position withdrew personal like avery come nobody board interested synchronized swimming bermúdez come everybody take make thing volatile high june bank approved revised offer letter told bermúdez wait july move forward sending report state mahomes requested appointment delayed board could receive update july going little bermúdez replied need think board discussed mcelroy hiring behind closed door took action direct bank change offer mcelroy expected provide briefing board new journalism program regular board meeting july blanton mcelroy phone recall specific comment blanton certain text message indicate bermúdez make comment mcelroy phone call race factor report explains comment referred race potentially factor certain outside party critical hiring mcelroy mean race factor tamu july mcelroy told bermúdez cutting contact texas bermúdez sent updated offer letter mcelroy july included appointment teach appointment run journalism report address offer letter mcelroy provided july bermúdez mcelroy spoke mcelroy expressed displeasure faculty appointment one bermúdez said would see could decided stay reached text message show bermúdez alerted bank tribune reached comment botched bank assume text message day initial story text message show bank bermúdez expressed anger mcelroy shared story think dodged awful person go press bank learn move think general counsel report also includes mere buckingham called called sharp asked texas previously said request made way chain command division ethic compliance placed alonzo leave utmb issued though university leader would confirm alonzo alleged case also raised concern political interference academic university said alonzo object investigation denied claim said statement texas university comment given presentation time across state past also trained others provide alonzo time say anyone deserved die investigation bungled hiring included hundred page document review case included handful page system also released message thursday apologized sorry name bandied news medium four month university cleared allegation criticized governor dan patrick manner least one student found sharp wrote texas official told tribune sharp asked staffer look comment staffer asked bank report identifies bank person officially called investigation review confirmed reporting patrick called asked university official look said sharp later sent patrick message notifying investigation alonzo placed administrative leave pending investigation firing shud finished end read made public tribune included statement sharp said report also false narrative ordered investigation alonzo champion academic freedom took one phone call lieutenant said university put alonzo leave investigated allegation initiation interference said investigation sparked said done without providing texas information still else would university check sharp university system spokesperson laylan copelin said statement text patrick saying unusual chancellor elected official informed something texas might interest unusual respond state official concern anything occurring texas said said system followed standard procedure look faculty senate sent letter interim demanding university clarify administrative leave policy ensure properly professor administrative leave appears instigated hasty reaction reasonable due process hammond want work avoid kind outcome texas faculty senate also investigating happened situation involving mcelroy earlier announced investigative subcommittee examine unclear timeline two situation left texas faculty uneasy potential chilling effect speech possible fostering fearful culture professor agonize political ramification also raised concern event damaged reputation could slow effort recruit retain academic eclipse decade erode love devotion instructor alumnus poured beloved press conference really important even great institution occasionally step back take real honest look soon get fact available need make decision prevent getting situation melhado james barragán contributed texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role speaker confirmed,"Aug. 3, 2023",Texas Tribune,0,0,sadness,0.077,0.813,0.11,0.9946,0.023346017781501655,0.4234012985222661
36,37,texas officials say four suspected coronavirus cases tested negative,multiple false alarm recent texas health official confirmed monday confirmed case deadly coronavirus four suspected case virus tested said chris van spokesman texas department state health virus killed dozen people shut city health official said good news traveler health care professional aware concern testing guidance pursuing testing public health system van deusen texas school baylor university texas university announced student suspected infected student traveled campus virus two possible case also tested though official provide location monday least people contracted illness new york time confirmed case united state illinois washington case health official said risk general public remains earlier version story misspelled name spokesman texas department state health service chris van texas university baylor university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Jan. 27, 2020",Texas Tribune,0,0,sadness,0.122,0.777,0.101,-0.4939,0.0652892561983471,0.39035812672176307
37,38,texas system approves million scholarship fund address,texas university system board regent unanimously approved creation million scholarship fund monday help university address well bolster aid meant student economically disadvantaged first generation family attend aid come middle economic crisis spurred left many family also come protest continue texas nationwide police brutality systemic flagship campus college protest particular sprouted presence statue honoring sul former texas governor president served general confederate system chancellor john sharp said monday fund work goal make university look like sharp university within percentage point reflecting student population individual campus want emphasized need student population reflect white student comprise half student population college station black student make le according hispanic asian student student make student population hispanic according census bureau program disburse million annually priority given student low first generation geographically underrepresented region campus engaged fundraising help support according press texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,15-Jun-20,Texas Tribune,0,0,sadness,0.091,0.731,0.178,0.9001,0.05606060606060606,0.2863636363636364
38,39,ken paxton texan fighting impeachment meet texas student body,sign week elected official fighting impeachment proceeding stemming accusation abused government make two elected official fighting impeachment college mile away texas hudson texas student body midst impeachment echo historic trial state attorney gray hair expensive suit state impeachment prompted student senator hunched laptop splattered sticker carrying backpack full month fall texas university student multiple member student senate respond email texas member texas student government association currently gag order like one parallel impeachment proceeding two different level government highlight obscure political tool hold elected official accountable grave error judgment malfeasance become en everyday proceeding may erode political expert student senate poised hold impeachment trial student trial offer many similarity going also student body president attended baylor face article impeachment accuse misusing office help austin real estate investor nate friend political donor charged eight count suspended attorney general attended trial since first day required appear lawyer pleaded guilty paxton vehemently denied accusation lawyer vowed present evidence showing accusation based impeachment reserved nuclear option solution give official boot threat impeachment picked steam last seen common occurrence rare said brandon political science professor university opponent looking way ramp attack using institutional lever government next last republican democrat made fighting public ever rest country watched like spectator boxing smaller government taking rottinghaus using practice like recall election get one case former council member victor hernandez subject taking cue institutional rottinghaus impeachment austin college station also come house speaker kevin california announced support impeachment inquiry president joe biden calling next month probing house republican biden battalion reported conflict college station started late student senator revealed kraus apologized student senate family incredibly important wanted try protect brother see best kraus wrote apology letter published made inaccurate decision indicative character trying defend member battalion reported kraus presented senator kraus pleaded senator reconsider arguing made mistake reflect broader pattern student senator demanded public battalion start kraus filed appeal judicial court texas according request made someone belief error student government student senate must vote impeach senator taking imposed gag order court unable release statement prior trial order protect party may involved sawyer chief justice student court texas wrote statement process must part start trial last state drew reminded constituent staff prohibited discussing hold constitutional duty member court impeachment highest regard continue honor wrote cannot discus impeachment please know staff assist trial wrapping second closing argument expected begin college student court gave side hour prepare present evidence case body president kraus student side present case front justice make decision determine trial move impeachment continuing waft political rottinghaus said constant threat may erode faith something hope use last resort specific rottinghaus perceived business usual political cease texas university university houston financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete texas tribune festival,"Sept. 15, 2023",Texas Tribune,0,0,anger,0.125,0.753,0.122,0.1855,0.006802721088435377,0.2576530612244898
39,40,texas asks lawmakers million citing budget,lawmaker try revive rivalry football game flagship different contest university texas austin texas university began play president asked lawmaker million bring funding closer senate finance committee hearing bowel state president michael young requested fund around million amount preliminary state budget earmarked austin moment challenge funding going become hard sustain young school might consider shrinking student body university making accommodation based public college threatened funding ut granted million payment ensure allocation least held college expected face slash budget institution received hold harmless like line item request equity adjustment might reference hold harmless receive last gap funding grown last five due large part growing enrollment college station enrollment hovered around student last increased nearly according higher education coordinating proposed ut would receive per student state young said including medical student requested infusion million would close half college receive state money formula based largely past system includes seven nonacademic state whose appropriation included calculation one point john chancellor system give got come enrollment pretty substantially something ut several public university texas austin texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Feb. 12, 2019",Texas Tribune,0,0,joy,0.031,0.815,0.154,0.9623,-0.016117216117216115,0.2844322344322345
40,41,texas engineering dean katherine banks named sole finalist university president,sign katherine dean college engineering texas named sole finalist president flagship university based college station national texas board regent approved chancellor john recommendation board meeting wednesday four finalist state board must wait day taking final vote bank become second woman president texas history elsa served role tremendous bank said core value texas rich unique culture commitment greater good foundation great university resonates deeply hope build upon framework pursuit without losing make texas texas one nowhere else rather also oversees texas engineering came university purdue bowen engineering head school civil also known extensive research authored journal drawn university told station eagle chosen head engineering engagement educational community broader community important bank started texas engineering college little student according texas system press bank instrumental helping system win billion management contract run los alamo national laboratory two grew kentucky received environmental engineering university florida earned university north carolina chapel hill doctorate civil environmental engineering duke started looking new president michael young pushed planned retirement retirement originally set may became director institute religious liberty international affair within bush school government public junkins served interim president since interim president member presidential search assure bank emerged exceptional field junkins said statement texas every stage excelled research transformational academic know love share upholds cherished core bank expected start june junkins return former position aerospace engineering professor texas spokesperson texas system confirmed chancellor continue policy ask top official flagship campus submit letter texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,3-Mar-21,Texas Tribune,0,0,joy,0.0,0.774,0.226,0.9958,0.21949573863636365,0.45482954545454546
41,42,texas president says know job offer changes led botched hiring,sign president katherine bank told faculty wednesday approve change offer letter led prospective journalism professor walk away negotiation amid conservative backlash embarrassed situation offer released without proper surprised bank said meeting faculty important note honored honored fault administrative structure broke said original offer made kathleen renowned journalist tapped revive journalism still asked administration reached mcelroy extend bank said office general counsel recommended given threat legal president faculty affair anand also said office review offer letter sent neither bank anand clarified diminished offer letter originated approved anand said decision made department communication journalism within college art could reached comment wednesday bank took responsibility botched hiring professor left unsatisfied answer question exactly transpired week led mcelroy walking away bunch think u diagram said raymundo material science engineering professor hourslong meeting bank talking faculty senate approved resolution calling creation committee investigate mishandling know said maría professor department global somebody people fault thing continue go like renowned journalism professor currently working university texas turned offer reboot journalism program week texas celebrated hiring vocal group outside university system expressed issue previous employment new york time support diversity mcelroy said told everyone pleased joining received final offer mcelroy said got call interim dean college art josé luis warning people could force leadership fire could protect fiasco became bermúdez announced would group voiced concern administration selection rudder conservative alumnus group previously statement issued alumnus group critical mcelroy rejected advocacy contributed university decision scale back job belief department head embrace egalitarian tradition characterize texas value rather divisive ideology identity alumnus group referring previous work improve diversity anand said outside group contacted office regarding bank said met member rudder association beginning time president roughly two year met group since said perception outside influence significantly damaged reputation event called question state academic freedom university created national perception outside influence interfered appointment kathleen mcelroy full professor tenure read resolution faculty senate adopted botched hiring come university facing scrutiny resistance equity inclusion conservative recently labeled program school thought center perspective people color ideology make white student feel guilty history think botched hiring direct result hysteria concerning fact matter hired dei official west told hired work journalism administrator acknowledged flawed process would require anand said signature required addition department offer know take step think carefully restore confidence individual texas bank criticism bank handling botched hiring strained already fraught relationship faculty leader said bank leader university also texas new york university texas austin u conversation matter newly announced speaker,19-Jul-23,Texas Tribune,0,0,sadness,0.098,0.759,0.142,0.9278,0.04484029484029484,0.4105036855036856
42,43,texas location popular general elections moved campus,sign brazos county official removed location texas campus decision spurred data show one popular site recent general nancy oversees precinct includes mentioned turnout memorial student center supporting factor moving polling location college station city hall brazos county voting data reviewed texas msc number early voter general data show msc received ballot number fell pandemic early line dip polling location asked berry told tribune meant turnout amount voter compared number people attend said concentration people campus brought early voter polling think people right another spread throughout highest voting even though high population point lower turnout number relative rest patrick political science professor baylor said high number people cast ballot campus previous general election justify using berry stated would favor bringing msc back early voting next calculating voter turnout location brazos one polling location four precinct plus one county election office said student voted could cast ballot voter attend may used msc raw number much accurate test based many people true vote cast msc among fewest total early vote count primary election texas general historically seen whose nonpartisan group champion voter lack communication around nuance going poke grab kind evidence used justify decision well berry largely attributed decision move location campus complaint nonstudents said navigating campus since original official said eliminating location county commissioner discussed decision last ultimately said one college campus would make lot samuel said move texas focusing engaging student hope student get registered come berry mistake trying best correct within mean baylor move texas texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete previous version story incorrectly said voter brazos county able vote early anywhere county since always able vote early anywhere brazos countywide voting election day began,"Oct. 4, 2022",Texas Tribune,0,0,joy,0.028,0.826,0.146,0.9844,0.1395303790412486,0.38753603280777194
